project_id;spec_item_id;spec_name;было_цена;было_карточка;было_url;М_цена;М_карточка;М_url;С_цена;С_карточка;С_url;size_первого_было
16;7392;Радиатор панельный Ventil Compact;9005;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 800;https://nord-heat.ru/steel/ventil-compact/cv22-400-800.html;9005;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 800;https://nord-heat.ru/steel/ventil-compact/cv22-400-800.html;9005;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 800;https://nord-heat.ru/steel/ventil-compact/cv22-400-800.html;None
16;7394;Радиатор панельный Ventil Compact;10598;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 100;https://nord-heat.ru/steel/ventil-compact/cv22-400-1000.html;10598;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 100;https://nord-heat.ru/steel/ventil-compact/cv22-400-1000.html;10598;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 100;https://nord-heat.ru/steel/ventil-compact/cv22-400-1000.html;None
16;7395;Радиатор панельный Ventil Compact;11953;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 120;https://nord-heat.ru/steel/ventil-compact/cv22-400-1200.html;11953;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 120;https://nord-heat.ru/steel/ventil-compact/cv22-400-1200.html;11953;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 120;https://nord-heat.ru/steel/ventil-compact/cv22-400-1200.html;None
16;7396;Радиатор панельный Ventil Compact;13277;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 140;https://nord-heat.ru/steel/ventil-compact/cv22-400-1400.html;13277;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 140;https://nord-heat.ru/steel/ventil-compact/cv22-400-1400.html;13277;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 140;https://nord-heat.ru/steel/ventil-compact/cv22-400-1400.html;None
16;7397;Радиатор панельный Ventil Compact;14853;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 160;https://nord-heat.ru/steel/ventil-compact/cv22-400-1600.html;14853;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 160;https://nord-heat.ru/steel/ventil-compact/cv22-400-1600.html;14853;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 160;https://nord-heat.ru/steel/ventil-compact/cv22-400-1600.html;None
16;7416;- грунт ГФ-021;155;Грунтовка ГФ-021 (ГОСТ 25129-2020) в Москве;https://www.russcvet.ru/catalog/primers/gruntovka-gf-021-gost-25129-82/;155;Грунтовка ГФ-021 (ГОСТ 25129-2020) в Москве;https://www.russcvet.ru/catalog/primers/gruntovka-gf-021-gost-25129-82/;155;Грунтовка ГФ-021 (ГОСТ 25129-2020) в Москве;https://www.russcvet.ru/catalog/primers/gruntovka-gf-021-gost-25129-82/;None
16;7417;- краска ПФ-115 Гильзы из труб стальных водогазопроводных Ø25х3,2 Ø32x3,2 Ø40x3,5 Гильзы из труб стальных электросварных Ø57х3,0 Ø76х3,0 Ø89х3,5 Ø108х4,0;115.07;Эмаль ПФ-115 серая Россия ГОСТ 6465-76 25 кг;https://www.dizar.ru/product/emal-pf-115-seraya-25-kg-rossiya-gost-6465-76-line-color/;115.07;Эмаль ПФ-115 серая Россия ГОСТ 6465-76 25 кг;https://www.dizar.ru/product/emal-pf-115-seraya-25-kg-rossiya-gost-6465-76-line-color/;115.07;Эмаль ПФ-115 серая Россия ГОСТ 6465-76 25 кг;https://www.dizar.ru/product/emal-pf-115-seraya-25-kg-rossiya-gost-6465-76-line-color/;None
16;7442;Огнезащитная изоляция;12411;Огнезащита МБФ-5 (EI 30, EI 45);http://komplektovik.ru/vse-dlya-montaja/krepejnie-materialy/teploizoljacija-ognezashita-vozduhovodov-v-tolyatti/ognezaxhita-mbf-5-tolyatti-samara-kupit/;12411;Огнезащита МБФ-5 (EI 30, EI 45);http://komplektovik.ru/vse-dlya-montaja/krepejnie-materialy/teploizoljacija-ognezashita-vozduhovodov-v-tolyatti/ognezaxhita-mbf-5-tolyatti-samara-kupit/;12411;Огнезащита МБФ-5 (EI 30, EI 45);http://komplektovik.ru/vse-dlya-montaja/krepejnie-materialy/teploizoljacija-ognezashita-vozduhovodov-v-tolyatti/ognezaxhita-mbf-5-tolyatti-samara-kupit/;None
16;7517;Вентилятор осевой вытяжной c антимоскитной сеткой;1268;Вентилятор осевой вытяжной ERA 4 D100;https://vent48.ru/magazin/product/ventilyator-osevoy-vytyazhnoy-c-antimoskitnoy-setkoy-era-4s-d100;1268;Вентилятор осевой вытяжной ERA 4 D100;https://vent48.ru/magazin/product/ventilyator-osevoy-vytyazhnoy-c-antimoskitnoy-setkoy-era-4s-d100;1268;Вентилятор осевой вытяжной ERA 4 D100;https://vent48.ru/magazin/product/ventilyator-osevoy-vytyazhnoy-c-antimoskitnoy-setkoy-era-4s-d100;None
16;7519;Решетка регулируемая;4091;Решётка Арктос АМР 600х400;https://ads-climate.ru/reshetki/tproduct/499828053-436272497451-reshyotka-arktos-amr-600h400;4091;Решётка Арктос АМР 600х400;https://ads-climate.ru/reshetki/tproduct/499828053-436272497451-reshyotka-arktos-amr-600h400;4091;Решётка Арктос АМР 600х400;https://ads-climate.ru/reshetki/tproduct/499828053-436272497451-reshyotka-arktos-amr-600h400;None
16;7534;Термометр биметаллический O80мм 0..160С, L=100 мм, кл. точн. 1.5, IP54;975;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;975;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;975;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;None
16;7535;Манометр показывающий ТМ510 0..16бар. O100мм. G1/2. кл. точн. 1.5. IP54;650;Манометр показывающий технический ТМ-510Р.00(0-1,6MРa)M20x1,5.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_16_0_atm_m20_1_5_1_5/;650;Манометр показывающий технический ТМ-510Р.00(0-1,6MРa)M20x1,5.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_16_0_atm_m20_1_5_1_5/;932.4;Манометр радиальный Росма ТМ-510P.00(0-1,6MРа)G1/2.1,5.M2 100мм (0-16 ;https://prootoplenie.ru/catalog/manometry/manometr-radialnyy-rosma-tm-510p-00-0-1-6mra-g1-2-1-5-m2-100mm-0-16-bar-seryy/;None
16;7541;Шкаф учета с тепловычислителем ТВ7-04М(RS232);36580;Тепловычислитель ТВ7-04М, Термотроник;https://kipkatalog.ru/product/teplovychislitel-tv-7-04m-batareya-tip-aa-s-blokom-setevogo-pitaniya/;36580;Тепловычислитель ТВ7-04М, Термотроник;https://kipkatalog.ru/product/teplovychislitel-tv-7-04m-batareya-tip-aa-s-blokom-setevogo-pitaniya/;36580;Тепловычислитель ТВ7-04М, Термотроник;https://kipkatalog.ru/product/teplovychislitel-tv-7-04m-batareya-tip-aa-s-blokom-setevogo-pitaniya/;None
16;7543;Расходомер Питерфлоу Dy40/Фланцевый/Qmax 22/Tmax150/PN16 тип РС 40-22-А-Ф1;55800;ПИТЕРФЛОУ РС 40-22-А-С;https://www.specarmatura.ru/catalog/preobrazovateli_raskhoda_piterflou/piterflou_rs_40_22_a_s/;55800;ПИТЕРФЛОУ РС 40-22-А-С;https://www.specarmatura.ru/catalog/preobrazovateli_raskhoda_piterflou/piterflou_rs_40_22_a_s/;55800;ПИТЕРФЛОУ РС 40-22-А-С;https://www.specarmatura.ru/catalog/preobrazovateli_raskhoda_piterflou/piterflou_rs_40_22_a_s/;None
16;7544;Термометр сопротивления КТС-Б-Рт100-В-х4-П-3-80/6-50-Е;2713;КТС-Б-Pt100-В-x4-П-3-80/6-50-Е комплект термометров с гильз. и боб;https://kipkatalog.ru/product/kts-b-pt100-v-x4-p-3-80-6-50-e-komplekt-termometrov-s-gilz-i-bob/;2713;КТС-Б-Pt100-В-x4-П-3-80/6-50-Е комплект термометров с гильз. и боб;https://kipkatalog.ru/product/kts-b-pt100-v-x4-p-3-80-6-50-e-komplekt-termometrov-s-gilz-i-bob/;2713;КТС-Б-Pt100-В-x4-П-3-80/6-50-Е комплект термометров с гильз. и боб;https://kipkatalog.ru/product/kts-b-pt100-v-x4-p-3-80-6-50-e-komplekt-termometrov-s-gilz-i-bob/;None
16;7553;Регулятор перепада давлений VFG-2R/Dy32/Kvs16/Tmax150/Pmax16 сталь ф/ф;93616.51;Ридан VFG-2R 065B2391R — Универсальный регулирующий клапан DN32, Kvs 1;https://vtp-inz.ru/catalog/teplovaya_avtomatika/regulyatory_temperatury_i_davleniya_pryamogo_deystviya/reguliruyushchie_klapany_dlya_regulyatorov_davleniya_perepada_davleniya_raskhoda_i_temperatury_bolsh/472235/;93616.51;Ридан VFG-2R 065B2391R — Универсальный регулирующий клапан DN32, Kvs 1;https://vtp-inz.ru/catalog/teplovaya_avtomatika/regulyatory_temperatury_i_davleniya_pryamogo_deystviya/reguliruyushchie_klapany_dlya_regulyatorov_davleniya_perepada_davleniya_raskhoda_i_temperatury_bolsh/472235/;93616.51;Ридан VFG-2R 065B2391R — Универсальный регулирующий клапан DN32, Kvs 1;https://vtp-inz.ru/catalog/teplovaya_avtomatika/regulyatory_temperatury_i_davleniya_pryamogo_deystviya/reguliruyushchie_klapany_dlya_regulyatorov_davleniya_perepada_davleniya_raskhoda_i_temperatury_bolsh/472235/;None
16;7559;Регулирующий клапан VFM-2R/Dy25/Kvs10/Tmax150/Pmax25 чугун ф/ф;38383;Клапан регулирующий VFM-2R DN25, Kvs 10, PN25, Ридан 065B3058R;https://kipkatalog.ru/product/klapan-reguliruyuschiy-vfm-2r-dn25-kvs-10-pn25-ridan-065b3058r/;38383;Клапан регулирующий VFM-2R DN25, Kvs 10, PN25, Ридан 065B3058R;https://kipkatalog.ru/product/klapan-reguliruyuschiy-vfm-2r-dn25-kvs-10-pn25-ridan-065b3058r/;38383;Клапан регулирующий VFM-2R DN25, Kvs 10, PN25, Ридан 065B3058R;https://kipkatalog.ru/product/klapan-reguliruyuschiy-vfm-2r-dn25-kvs-10-pn25-ridan-065b3058r/;None
16;7560;Электропривод ARV-1000R , 230V, импульсное управление;57092;Электропривод 3 х позиционный ARV-1000R 230 В;https://promobr.ru/catalog/elektroprivod-3-kh-pozitsionnyy-arv-1000r-230-v/;57092;Электропривод 3 х позиционный ARV-1000R 230 В;https://promobr.ru/catalog/elektroprivod-3-kh-pozitsionnyy-arv-1000r-230-v/;57092;Электропривод 3 х позиционный ARV-1000R 230 В;https://promobr.ru/catalog/elektroprivod-3-kh-pozitsionnyy-arv-1000r-230-v/;None
16;7561;Термометр биметаллический O80мм 0..160С, L=64 мм, кл. точн. 1.5, IP54;975;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;975;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;975;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;None
16;7566;Манометр показывающий ТМ510 0..10бар. O100мм. G1/2. кл. точн. 1.5. IP54 БТП Ридан N0808258694-;650;Манометр показывающий технический ТМ-510Р.00(0-1,0MPa)G1/2.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_10_0_atm_g1_2_1/;650;Манометр показывающий технический ТМ-510Р.00(0-1,0MPa)G1/2.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_10_0_atm_g1_2_1/;650;Манометр показывающий технический ТМ-510Р.00(0-1,0MPa)G1/2.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_10_0_atm_g1_2_1/;True
16;7567;Термометр биметаллический O80мм 0..120С, L=64 мм. кл. точн. 1.5. IP54;870.18;"Термометр биметаллический осевой БТ-41.211 0...120С 1/2&apos; 64 кл.1.";https://www.etm.ru/cat/nn/4545052;870.18;"Термометр биметаллический осевой БТ-41.211 0...120С 1/2&apos; 64 кл.1.";https://www.etm.ru/cat/nn/4545052;870.18;"Термометр биметаллический осевой БТ-41.211 0...120С 1/2&apos; 64 кл.1.";https://www.etm.ru/cat/nn/4545052;None
16;7570;Моноблок НН-14;31517;Разборный теплообменник Ридан НН-14;https://teploobmen.ru/catalog/teploobmenniki/teploobmenniki_ridan_nn/4275/;31517;Разборный теплообменник Ридан НН-14;https://teploobmen.ru/catalog/teploobmenniki/teploobmenniki_ridan_nn/4275/;31517;Разборный теплообменник Ридан НН-14;https://teploobmen.ru/catalog/teploobmenniki/teploobmenniki_ridan_nn/4275/;None
16;7571;"Датчик температуры MBT 5250R погружной с гильзой из нерж. стали, L=100 мм, Pt1000, T=-50...+200°С, G1/2"", IP65";6934.15;Датчик температуры Ридан 084Z8083R MBT5250R;https://satro-paladin.com/catalog/product/375782/;6934.15;Датчик температуры Ридан 084Z8083R MBT5250R;https://satro-paladin.com/catalog/product/375782/;;;;None
16;7574;Насос RWS 25-80S;11693.9;"Насос циркуляционный Ридан RWS 25-80S (1х220В; 0,25кВт), с гайками";https://ruexpans.ru/product/nasos-tsirkulyatsionnyj-ridan-rws-25-80s-1h220v-0-25kvt-s-gajkami/;11693.9;"Насос циркуляционный Ридан RWS 25-80S (1х220В; 0,25кВт), с гайками";https://ruexpans.ru/product/nasos-tsirkulyatsionnyj-ridan-rws-25-80s-1h220v-0-25kvt-s-gajkami/;11693.9;"Насос циркуляционный Ридан RWS 25-80S (1х220В; 0,25кВт), с гайками";https://ruexpans.ru/product/nasos-tsirkulyatsionnyj-ridan-rws-25-80s-1h220v-0-25kvt-s-gajkami/;None
16;7575;Преобразователь давления MBS1700R. 4-20 мА/0-10 бар;7716;Датчик давления Danfoss MBS 1700 (0-10 бар) 4-20 мА, G 1/2  (060G6105);https://rosarmatorg.ru/datchik-davleniya-danfoss-mbs-1700-0-10-bar-4-20-ma-g-12-060g6105-463668;7716;Датчик давления Danfoss MBS 1700 (0-10 бар) 4-20 мА, G 1/2  (060G6105);https://rosarmatorg.ru/datchik-davleniya-danfoss-mbs-1700-0-10-bar-4-20-ma-g-12-060g6105-463668;7716;Датчик давления Danfoss MBS 1700 (0-10 бар) 4-20 мА, G 1/2  (060G6105);https://rosarmatorg.ru/datchik-davleniya-danfoss-mbs-1700-0-10-bar-4-20-ma-g-12-060g6105-463668;None
16;7588;Регулирующий клапан VFM-2R/Dy32/Kvs16/Tmax150/Pmax25 чугун ф/ф;48420.75;Клапан регулирующий VFM-2R фланцевый Ридан;https://ridan.ru/catalog/158/klapan-reguliruyushhii-vfm-2r-flancevyi-ridan;48420.75;Клапан регулирующий VFM-2R фланцевый Ридан;https://ridan.ru/catalog/158/klapan-reguliruyushhii-vfm-2r-flancevyi-ridan;48420.75;Клапан регулирующий VFM-2R фланцевый Ридан;https://ridan.ru/catalog/158/klapan-reguliruyushhii-vfm-2r-flancevyi-ridan;None
16;7593;Манометр показывающий ТМ510 0..10бар. O100мм. G1/2. кл. точн. 1.5. IP54;1045;Манометр ТМ5 (ТМ-510) РОСМА  РОСМА;https://insat.ru/rosma/manometr-tm5-tm-510/;1045;Манометр ТМ5 (ТМ-510) РОСМА  РОСМА;https://insat.ru/rosma/manometr-tm5-tm-510/;1045;Манометр ТМ-510Р.00(0-1MPa)G1/2.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/manometry/manometry-standartnogo-ispolneniya/manometr-tm-510r-000-1mpag1-2-15/;None
16;7594;Термометр биметаллический O80мм 0..120С, L=100 мм, кл. точн. 1.5, IP54;830;Термометр биметаллический ТБ-100-100 (0 +120°C) кл.1,5 -О;https://5drops.ru/product/tb_100_100_0_120_c_kl_1_5_o/;830;Термометр биметаллический ТБ-100-100 (0 +120°C) кл.1,5 -О;https://5drops.ru/product/tb_100_100_0_120_c_kl_1_5_o/;830;Термометр биметаллический ТБ-100-100 (0 +120°C) кл.1,5 -О;https://5drops.ru/product/tb_100_100_0_120_c_kl_1_5_o/;None
16;7602;Насос RWS 65-120FT;59951;Насос RWS 65-120FT, DN 65, PN 10, длина 340 мм, присоединение фланец Р;https://kronzen.ru/015P1227;59951;Насос RWS 65-120FT, DN 65, PN 10, длина 340 мм, присоединение фланец Р;https://kronzen.ru/015P1227;59951;Насос RWS 65-120FT, DN 65, PN 10, длина 340 мм, присоединение фланец Р;https://kronzen.ru/015P1227;None
16;7607;Соленоидный клапан EV220WR/Dy25/Kvs10.2/Tmax130 латунь р/р;1804.31;EV220WR — двухпозиционные двухходовые электромагнитные клапаны Ридан;https://ridan.ru/catalog/1004/ev220wr-dvuxpozicionnye-dvuxxodovye-elektromagnitnye-klapany;1804.31;EV220WR — двухпозиционные двухходовые электромагнитные клапаны Ридан;https://ridan.ru/catalog/1004/ev220wr-dvuxpozicionnye-dvuxxodovye-elektromagnitnye-klapany;1804.31;EV220WR — двухпозиционные двухходовые электромагнитные клапаны Ридан;https://ridan.ru/catalog/1004/ev220wr-dvuxpozicionnye-dvuxxodovye-elektromagnitnye-klapany;None
16;7608;"Прессостат KPI 35R, диап. настр. давл. -0,2-7,5 бар, PN17, Tmax=120°C, G1/2"", IP44";6009.9;Ридан 060-132466R — Реле давления KPI 35R, диапазон настройки -0,2...7;https://ridan.ru/product/060-132466R;6009.9;Ридан 060-132466R — Реле давления KPI 35R, диапазон настройки -0,2...7;https://ridan.ru/product/060-132466R;7032.15;Реле давления KPI 35R-0.2 -7.5бар G1/2A Ридан 060-132466R;https://rtreid.ru/catalog/9429140-rele-davleniya-kpi-35r-0-2-7-5bar-g1-2a/;None
16;7615;Датчик температуры наружный MBT 3380R, Pt1000, T=-50...+95°C, IP54;1306.9;097U1115R Датчик температуры наружного воздуха MBT3380R,  с эл.разъемо;https://effv.ru/catalog/pribory_dlya_izmereniya_i_kontrolya/datchiki_temperatury_i_vlazhnosti/ulichnye_datchiki/097u1115r_datchik_temperatury_naruzhnogo_vozdukha_mbt3380r_s_el_razemom_klass_zashchity_ip65_pt1000_/;1306.9;097U1115R Датчик температуры наружного воздуха MBT3380R,  с эл.разъемо;https://effv.ru/catalog/pribory_dlya_izmereniya_i_kontrolya/datchiki_temperatury_i_vlazhnosti/ulichnye_datchiki/097u1115r_datchik_temperatury_naruzhnogo_vozdukha_mbt3380r_s_el_razemom_klass_zashchity_ip65_pt1000_/;1306.9;097U1115R Датчик температуры наружного воздуха MBT3380R,  с эл.разъемо;https://effv.ru/catalog/pribory_dlya_izmereniya_i_kontrolya/datchiki_temperatury_i_vlazhnosti/ulichnye_datchiki/097u1115r_datchik_temperatury_naruzhnogo_vozdukha_mbt3380r_s_el_razemom_klass_zashchity_ip65_pt1000_/;None
16;7627;Манометр ТМ510, 0..10бар, 100мм, G1/2;723.14;"Манометр М2 радиальный ТМ-510Р.00 0...1.0 МРа 1/2&apos; кл.1.5., цвет-";https://www.etm.ru/cat/nn/8289418;723.14;"Манометр М2 радиальный ТМ-510Р.00 0...1.0 МРа 1/2&apos; кл.1.5., цвет-";https://www.etm.ru/cat/nn/8289418;723.14;"Манометр М2 радиальный ТМ-510Р.00 0...1.0 МРа 1/2&apos; кл.1.5., цвет-";https://www.etm.ru/cat/nn/8289418;True
16;7634;Балансировочный клапан MNF-R2/Dy80/Kvs122.3/Py25/TMax150 ф/ф;27565.5;Ручной балансировочный клапан Ридан MNF-R2 с фланцевым присоединением;https://ridan.ru/catalog/1255/rucnoi-balansirovocnyi-klapan-ridan-mnf-r2-s-flancevym-prisoedineniem;27565.5;Ручной балансировочный клапан Ридан MNF-R2 с фланцевым присоединением;https://ridan.ru/catalog/1255/rucnoi-balansirovocnyi-klapan-ridan-mnf-r2-s-flancevym-prisoedineniem;27565.5;Ручной балансировочный клапан Ридан MNF-R2 с фланцевым присоединением;https://ridan.ru/catalog/1255/rucnoi-balansirovocnyi-klapan-ridan-mnf-r2-s-flancevym-prisoedineniem;None
17;7703;Клапан обратный осевой муфтовый корпус латунь, диск нитрил G1'';980;"Клапан обратный осевой латунь CA1103 Ду 25 Ру16 ВР G1"" Tecofi CA1103-0";https://snabteploservis.ru/klapan-obratnyj-osevoj-latun-ca1103-du-25-ru16-vr-g1-tecofi-ca1103-0025/;980;"Клапан обратный осевой латунь CA1103 Ду 25 Ру16 ВР G1"" Tecofi CA1103-0";https://snabteploservis.ru/klapan-obratnyj-osevoj-latun-ca1103-du-25-ru16-vr-g1-tecofi-ca1103-0025/;980;"Клапан обратный осевой латунь CA1103 Ду 25 Ру16 ВР G1"" Tecofi CA1103-0";https://snabteploservis.ru/klapan-obratnyj-osevoj-latun-ca1103-du-25-ru16-vr-g1-tecofi-ca1103-0025/;True
17;7704;Клапан обратный осевой муфтовый корпус латунь, диск нитрил G1/2'';300;Обратный клапан CA1103-0015 Tecofi;https://termopartner.ru/catalog/rasprodazha/obratnyy_klapan_ca1103_0015_tecofi/;300;Обратный клапан CA1103-0015 Tecofi;https://termopartner.ru/catalog/rasprodazha/obratnyy_klapan_ca1103_0015_tecofi/;600;"Клапан обратный осевой латунь CA1103 Ду 15 Ру16 ВР G2"" Tecofi CA1103-0";https://snabteploservis.ru/klapan-obratnyj-osevoj-latun-ca1103-du-15-ru16-vr-g2-tecofi-ca1103-0015/;None
