spec_item_id;spec_name;mark;price;supplier;card_name;url;verdict;reason
7394;Радиатор панельный Ventil Compact;CV22-400-1000;10598;nord-heat.ru;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 100;https://nord-heat.ru/steel/ventil-compact/cv22-400-1000.html;верно;"бренд в позиции не указан; тип и габарит CV22-400-1000 совпали"
7395;Радиатор панельный Ventil Compact;CV22-400-1200;11953;nord-heat.ru;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 120;https://nord-heat.ru/steel/ventil-compact/cv22-400-1200.html;верно;"бренд в позиции не указан; тип и габарит CV22-400-1200 совпали"
7396;Радиатор панельный Ventil Compact;CV22-400-1400;13277;nord-heat.ru;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 140;https://nord-heat.ru/steel/ventil-compact/cv22-400-1400.html;верно;"бренд в позиции не указан; тип и габарит CV22-400-1400 совпали"
7397;Радиатор панельный Ventil Compact;CV22-400-1600;14853;nord-heat.ru;Панельный радиатор Evra Ventil Compact (тип 22 высота 400 мм длина 160;https://nord-heat.ru/steel/ventil-compact/cv22-400-1600.html;верно;"бренд в позиции не указан; тип и габарит CV22-400-1600 совпали"
7416;- грунт ГФ-021;ГФ-021;155;www.russcvet.ru;Грунтовка ГФ-021 (ГОСТ 25129-2020) в Москве;https://www.russcvet.ru/catalog/primers/gruntovka-gf-021-gost-25129-82/;верно;грунтовка ГФ-021 совпала
7417;- краска ПФ-115 Гильзы из труб стальных водогазопроводных Ø25х3,2 Ø32x3,2 Ø40x3,5 Гильзы из труб стальных электросварных Ø57х3,0 Ø76х3,0 Ø89х3,5 Ø108х4,0;ПФ-115;115.07;www.dizar.ru;Эмаль ПФ-115 серая Россия ГОСТ 6465-76 25 кг;https://www.dizar.ru/product/emal-pf-115-seraya-25-kg-rossiya-gost-6465-76-line-color/;верно;эмаль ПФ-115 совпала, цвет в позиции не задан
7442;Огнезащитная изоляция;МБФ 5;12411;komplektovik.ru;Огнезащита МБФ-5 (EI 30, EI 45);http://komplektovik.ru/vse-dlya-montaja/krepejnie-materialy/teploizoljacija-ognezashita-vozduhovodov-v-tolyatti/ognezaxhita-mbf-5-tolyatti-samara-kupit/;верно;"МБФ-5 совпал; единица цены не подтверждена (в позиции м², страница не открылась)"
7517;Вентилятор осевой вытяжной c антимоскитной сеткой;ERA 4;1268;vent48.ru;Вентилятор осевой вытяжной ERA 4 D100;https://vent48.ru/magazin/product/ventilyator-osevoy-vytyazhnoy-c-antimoskitnoy-setkoy-era-4s-d100;верно;ERA 4S D100 с антимоскитной сеткой совпал
7519;Решетка регулируемая;АМР 600х400;4091;ads-climate.ru;Решётка Арктос АМР 600х400;https://ads-climate.ru/reshetki/tproduct/499828053-436272497451-reshyotka-arktos-amr-600h400;верно;АМР 600х400 совпал, бренд в позиции не указан
7534;Термометр биметаллический O80мм 0..160С, L=100 мм, кл. точн. 1.5, IP54;IP54;975;rosma-russia.ru;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;не тот размер;L=100 мм в позиции, L=64 мм на карточке (Ø80 и 0-160 совпали)
7535;Манометр показывающий ТМ510 0..16бар. O100мм. G1/2. кл. точн. 1.5. IP54;ТМ510;650;www.specarmatura.ru;Манометр показывающий технический ТМ-510Р.00(0-1,6MРa)M20x1,5.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_16_0_atm_m20_1_5_1_5/;не тот размер;G1/2 в позиции, M20x1,5 на карточке
7541;Шкаф учета с тепловычислителем ТВ7-04М(RS232);ТВ7-04М;36580;kipkatalog.ru;Тепловычислитель ТВ7-04М, Термотроник;https://kipkatalog.ru/product/teplovychislitel-tv-7-04m-batareya-tip-aa-s-blokom-setevogo-pitaniya/;не тот товар;в позиции шкаф учёта, на карточке только тепловычислитель ТВ7-04М
7543;Расходомер Питерфлоу Dy40/Фланцевый/Qmax 22/Tmax150/PN16 тип РС 40-22-А-Ф1;А-Ф1;55800;www.specarmatura.ru;ПИТЕРФЛОУ РС 40-22-А-С;https://www.specarmatura.ru/catalog/preobrazovateli_raskhoda_piterflou/piterflou_rs_40_22_a_s/;не тот товар;исполнение РС 40-22-А-Ф1 (фланец) в позиции, РС 40-22-А-С на карточке
7544;Термометр сопротивления КТС-Б-Рт100-В-х4-П-3-80/6-50-Е;П-3-80/6-50-Е;2713;kipkatalog.ru;КТС-Б-Pt100-В-x4-П-3-80/6-50-Е комплект термометров с гильз. и боб;https://kipkatalog.ru/product/kts-b-pt100-v-x4-p-3-80-6-50-e-komplekt-termometrov-s-gilz-i-bob/;верно;полная марка КТС-Б-Pt100-В-x4-П-3-80/6-50-Е совпала
7553;Регулятор перепада давлений VFG-2R/Dy32/Kvs16/Tmax150/Pmax16 сталь ф/ф;VFG 2;93616.51;vtp-inz.ru;Ридан VFG-2R 065B2391R — Универсальный регулирующий клапан DN32, Kvs 1;https://vtp-inz.ru/catalog/teplovaya_avtomatika/regulyatory_temperatury_i_davleniya_pryamogo_deystviya/reguliruyushchie_klapany_dlya_regulyatorov_davleniya_perepada_davleniya_raskhoda_i_temperatury_bolsh/472235/;верно;страница: VFG-2R DN32 Kvs16 PN16 сталь фланец совпали
7559;Регулирующий клапан VFM-2R/Dy25/Kvs10/Tmax150/Pmax25 чугун ф/ф;VFM 2;38383;kipkatalog.ru;Клапан регулирующий VFM-2R DN25, Kvs 10, PN25, Ридан 065B3058R;https://kipkatalog.ru/product/klapan-reguliruyuschiy-vfm-2r-dn25-kvs-10-pn25-ridan-065b3058r/;верно;VFM-2R DN25 Kvs10 PN25 совпали
7560;Электропривод ARV-1000R , 230V, импульсное управление;ARV 1000;57092;promobr.ru;Электропривод 3 х позиционный ARV-1000R 230 В;https://promobr.ru/catalog/elektroprivod-3-kh-pozitsionnyy-arv-1000r-230-v/;верно;ARV-1000R 230 В трёхпозиционный (импульсное управление) совпал
7561;Термометр биметаллический O80мм 0..160С, L=64 мм, кл. точн. 1.5, IP54;IP54;975;rosma-russia.ru;Термометр БТ-41.211(0-160°С)G1/2.64.1,5 - ROSMA-RUSSIA;https://rosma-russia.ru/shop/termometry/termometry-obshhetehnicheskie-osevoe-prisoedinenie/termometr-bt-41-2110-160sg1-2-64-15/;верно;страница: Ø80, 0-160, L=64, кл.1,5, IP54 совпали
7566;Манометр показывающий ТМ510 0..10бар. O100мм. G1/2. кл. точн. 1.5. IP54 БТП Ридан N0808258694-;ТМ510;650;www.specarmatura.ru;Манометр показывающий технический ТМ-510Р.00(0-1,0MPa)G1/2.1,5;https://www.specarmatura.ru/catalog/manometry_tekhnicheskie/manometr_tm_510r_0_10_0_atm_g1_2_1/;верно;ТМ-510 0-1,0 МПа G1/2 кл.1,5 совпали
7567;Термометр биметаллический O80мм 0..120С, L=64 мм. кл. точн. 1.5. IP54;IP54;870.18;www.etm.ru;"Термометр биметаллический осевой БТ-41.211 0...120С 1/2&apos; 64 кл.1.";https://www.etm.ru/cat/nn/4545052;верно;БТ-41 (Ø80) 0-120, L=64 совпали
7570;Моноблок НН-14;НН-14;31517;teploobmen.ru;Разборный теплообменник Ридан НН-14;https://teploobmen.ru/catalog/teploobmenniki/teploobmenniki_ridan_nn/4275/;спорно;"в позиции моноблок, на карточке разборный НН-14 без числа пластин; цена базовая"
7571;"Датчик температуры MBT 5250R погружной с гильзой из нерж. стали, L=100 мм, Pt1000, T=-50...+200°С, G1/2"", IP65";MBT 5250;6934.15;satro-paladin.com;Датчик температуры Ридан 084Z8083R MBT5250R;https://satro-paladin.com/catalog/product/375782/;спорно;"MBT5250R совпал; L=100 и Pt1000 на странице не видны"
7574;Насос RWS 25-80S;RWS 25-80;11693.9;ruexpans.ru;"Насос циркуляционный Ридан RWS 25-80S (1х220В; 0,25кВт), с гайками";https://ruexpans.ru/product/nasos-tsirkulyatsionnyj-ridan-rws-25-80s-1h220v-0-25kvt-s-gajkami/;верно;RWS 25-80S совпал
7575;Преобразователь давления MBS1700R. 4-20 мА/0-10 бар;MBS 1700;7716;rosarmatorg.ru;Датчик давления Danfoss MBS 1700 (0-10 бар) 4-20 мА, G 1/2  (060G6105);https://rosarmatorg.ru/datchik-davleniya-danfoss-mbs-1700-0-10-bar-4-20-ma-g-12-060g6105-463668;не тот бренд;MBS1700R (Ридан) в позиции, Danfoss MBS 1700 060G6105 на карточке
7588;Регулирующий клапан VFM-2R/Dy32/Kvs16/Tmax150/Pmax25 чугун ф/ф;VFM 2;48420.75;ridan.ru;Клапан регулирующий VFM-2R фланцевый Ридан;https://ridan.ru/catalog/158/klapan-reguliruyushhii-vfm-2r-flancevyi-ridan;не тот размер;страница: 48420,75 ₽ — цена DN15, DN32 Kvs16 стоит 60582 ₽
7593;Манометр показывающий ТМ510 0..10бар. O100мм. G1/2. кл. точн. 1.5. IP54;ТМ510;1045;insat.ru;Манометр ТМ5 (ТМ-510) РОСМА  РОСМА;https://insat.ru/rosma/manometr-tm5-tm-510/;верно;страница: 1045 ₽ за ТМ-510 Ø100, 0-1 МПа, G1/2, кл.1,5
7594;Термометр биметаллический O80мм 0..120С, L=100 мм, кл. точн. 1.5, IP54;IP54;830;5drops.ru;Термометр биметаллический ТБ-100-100 (0 +120°C) кл.1,5 -О;https://5drops.ru/product/tb_100_100_0_120_c_kl_1_5_o/;не тот размер;Ø80 в позиции, Ø100 на карточке (ТБ-100)
7602;Насос RWS 65-120FT;RWS 65-120;59951;kronzen.ru;Насос RWS 65-120FT, DN 65, PN 10, длина 340 мм, присоединение фланец Р;https://kronzen.ru/015P1227;верно;RWS 65-120FT DN65 совпал
7607;Соленоидный клапан EV220WR/Dy25/Kvs10.2/Tmax130 латунь р/р;EV220WR;1804.31;ridan.ru;EV220WR — двухпозиционные двухходовые электромагнитные клапаны Ридан;https://ridan.ru/catalog/1004/ev220wr-dvuxpozicionnye-dvuxxodovye-elektromagnitnye-klapany;не тот размер;"DN25 не подтверждён; 1804,31 ₽ на странице нет, клапаны 9308-27922 ₽"
7608;"Прессостат KPI 35R, диап. настр. давл. -0,2-7,5 бар, PN17, Tmax=120°C, G1/2"", IP44";KPI 35;6009.9;ridan.ru;Ридан 060-132466R — Реле давления KPI 35R, диапазон настройки -0,2...7;https://ridan.ru/product/060-132466R;верно;страница: KPI 35R -0,2..7,5 бар, G1/2, PN17 совпали
7615;Датчик температуры наружный MBT 3380R, Pt1000, T=-50...+95°C, IP54;MBT 3380;1306.9;effv.ru;097U1115R Датчик температуры наружного воздуха MBT3380R,  с эл.разъемо;https://effv.ru/catalog/pribory_dlya_izmereniya_i_kontrolya/datchiki_temperatury_i_vlazhnosti/ulichnye_datchiki/097u1115r_datchik_temperatury_naruzhnogo_vozdukha_mbt3380r_s_el_razemom_klass_zashchity_ip65_pt1000_/;верно;"MBT3380R Pt1000 совпал; IP65 на карточке выше IP54"
7627;Манометр ТМ510, 0..10бар, 100мм, G1/2;ТМ510;723.14;www.etm.ru;"Манометр М2 радиальный ТМ-510Р.00 0...1.0 МРа 1/2&apos; кл.1.5., цвет-";https://www.etm.ru/cat/nn/8289418;верно;ТМ-510 0-1,0 МПа G1/2 кл.1,5 совпали
7634;Балансировочный клапан MNF-R2/Dy80/Kvs122.3/Py25/TMax150 ф/ф;MNF-R2;27565.5;ridan.ru;Ручной балансировочный клапан Ридан MNF-R2 с фланцевым присоединением;https://ridan.ru/catalog/1255/rucnoi-balansirovocnyi-klapan-ridan-mnf-r2-s-flancevym-prisoedineniem;не тот размер;страница: 27565,5 ₽ — цена DN15, DN80 стоит 87247,05 ₽
